actor1,actor2,orderprod,film_id,ratings,id,title, budget , revenue ,profit,genres,original_language,overview,production_companies,production_countries,USA,release_date,runtime,spoken_languages,status,tagline,popularity,vote_average,vote_count,production_companies_number,production_countries_number,spoken_languages_number
Alistair Abell,Kristen Wiig,8,tt1700841,6.1,223702,Sausage Party," 19,000,000 "," 140,752,617 ",121752617,Adventure|Animation|Comedy|Fantasy,en,"Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.",Columbia Pictures,Canada,0,11/7/2016,83,English,Released,Always use condiments,7.655058,5.6,1981,6,2,1
Jack Madigan,Frank Madigan,12,tt2884018,6.6,225728,Macbeth," 15,000,000 "," 12,601,706 ",-2398294,History|Drama|War,en,"Feature film adaptation of Shakespeare's Scottish play about General Macbeth whose ambitious wife urges him to use wicked means in order to gain power of the throne over the sitting king, Duncan.",Studio Canal,France,0,16/08/2015,113,English,Released,All hail Macbeth that shall be king,2.977216,6.4,440,6,3,1
Marion Cotillard,Frank Madigan,8,tt2884018,6.6,225728,Macbeth," 15,000,000 "," 12,601,706 ",-2398294,History|Drama|War,en,"Feature film adaptation of Shakespeare's Scottish play about General Macbeth whose ambitious wife urges him to use wicked means in order to gain power of the throne over the sitting king, Duncan.",Studio Canal,France,0,16/08/2015,113,English,Released,All hail Macbeth that shall be king,2.977216,6.4,440,6,3,1
Marion Cotillard,Jack Madigan,6,tt2884018,6.6,225728,Macbeth," 15,000,000 "," 12,601,706 ",-2398294,History|Drama|War,en,"Feature film adaptation of Shakespeare's Scottish play about General Macbeth whose ambitious wife urges him to use wicked means in order to gain power of the throne over the sitting king, Duncan.",Studio Canal,France,0,16/08/2015,113,English,Released,All hail Macbeth that shall be king,2.977216,6.4,440,6,3,1
Marion Cotillard,Michael Fassbender,2,tt2884018,6.6,225728,Macbeth," 15,000,000 "," 12,601,706 ",-2398294,History|Drama|War,en,"Feature film adaptation of Shakespeare's Scottish play about General Macbeth whose ambitious wife urges him to use wicked means in order to gain power of the throne over the sitting king, Duncan.",Studio Canal,France,0,16/08/2015,113,English,Released,All hail Macbeth that shall be king,2.977216,6.4,440,6,3,1
Michael Fassbender,Frank Madigan,4,tt2884018,6.6,225728,Macbeth," 15,000,000 "," 12,601,706 ",-2398294,History|Drama|War,en,"Feature film adaptation of Shakespeare's Scottish play about General Macbeth whose ambitious wife urges him to use wicked means in order to gain power of the throne over the sitting king, Duncan.",Studio Canal,France,0,16/08/2015,113,English,Released,All hail Macbeth that shall be king,2.977216,6.4,440,6,3,1
Michael Fassbender,Jack Madigan,3,tt2884018,6.6,225728,Macbeth," 15,000,000 "," 12,601,706 ",-2398294,History|Drama|War,en,"Feature film adaptation of Shakespeare's Scottish play about General Macbeth whose ambitious wife urges him to use wicked means in order to gain power of the throne over the sitting king, Duncan.",Studio Canal,France,0,16/08/2015,113,English,Released,All hail Macbeth that shall be king,2.977216,6.4,440,6,3,1
Jonny Weston,Virginia Gardner,12,tt2436386,6.4,227719,Project Almanac," 12,000,000 "," 32,248,241 ",20248241,Science Fiction|Thriller,en,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",Paramount Pictures,United States of America,1,30/01/2015,106,English,Released,Today is better the second time around,3.18947,6.4,875,4,1,1
Amy Landecker,Jonny Weston,4,tt2436386,6.4,227719,Project Almanac," 12,000,000 "," 32,248,241 ",20248241,Science Fiction|Thriller,en,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",Paramount Pictures,United States of America,1,30/01/2015,106,English,Released,Today is better the second time around,3.18947,6.4,875,4,1,1
Amy Landecker,Sofia Black-D'Elia,2,tt2436386,6.4,227719,Project Almanac," 12,000,000 "," 32,248,241 ",20248241,Science Fiction|Thriller,en,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",Paramount Pictures,United States of America,1,30/01/2015,106,English,Released,Today is better the second time around,3.18947,6.4,875,4,1,1
Amy Landecker,Virginia Gardner,3,tt2436386,6.4,227719,Project Almanac," 12,000,000 "," 32,248,241 ",20248241,Science Fiction|Thriller,en,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",Paramount Pictures,United States of America,1,30/01/2015,106,English,Released,Today is better the second time around,3.18947,6.4,875,4,1,1
Sofia Black-D'Elia,Jonny Weston,8,tt2436386,6.4,227719,Project Almanac," 12,000,000 "," 32,248,241 ",20248241,Science Fiction|Thriller,en,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",Paramount Pictures,United States of America,1,30/01/2015,106,English,Released,Today is better the second time around,3.18947,6.4,875,4,1,1
Sofia Black-D'Elia,Virginia Gardner,6,tt2436386,6.4,227719,Project Almanac," 12,000,000 "," 32,248,241 ",20248241,Science Fiction|Thriller,en,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",Paramount Pictures,United States of America,1,30/01/2015,106,English,Released,Today is better the second time around,3.18947,6.4,875,4,1,1
Hadley Belle Miller,Noah Schnapp,3,tt2452042,7.1,227973,The Peanuts Movie," 99,000,000 "," 246,233,113 ",147233113,Animation,en,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home.",Blue Sky Studios,United States of America,1,5/11/2015,88,English,Released,The story of an underdog. And his dog.,3.619224,6.5,575,2,1,1
Francesca Capaldi,Hadley Belle Miller,12,tt2452042,7.1,227973,The Peanuts Movie," 99,000,000 "," 246,233,113 ",147233113,Animation,en,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home.",Blue Sky Studios,United States of America,1,5/11/2015,88,English,Released,The story of an underdog. And his dog.,3.619224,6.5,575,2,1,1
Francesca Capaldi,Noah Schnapp,4,tt2452042,7.1,227973,The Peanuts Movie," 99,000,000 "," 246,233,113 ",147233113,Animation,en,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home.",Blue Sky Studios,United States of America,1,5/11/2015,88,English,Released,The story of an underdog. And his dog.,3.619224,6.5,575,2,1,1
Andrew Scott,Jessica Brown Findlay,12,tt1976009,6,228066,Victor Frankenstein," 40,000,000 "," 34,227,298 ",-5772702,Drama|Science Fiction|Thriller,en,Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.,Twentieth Century Fox Film Corporation,United Kingdom,0,10/11/2015,109,English,Released,Discover the origin of the monster and his creation.,1.590577,5.6,636,4,2,1
Daniel Radcliffe,Andrew Scott,4,tt1976009,6,228066,Victor Frankenstein," 40,000,000 "," 34,227,298 ",-5772702,Drama|Science Fiction|Thriller,en,Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.,Twentieth Century Fox Film Corporation,United Kingdom,0,10/11/2015,109,English,Released,Discover the origin of the monster and his creation.,1.590577,5.6,636,4,2,1
Daniel Radcliffe,Jessica Brown Findlay,3,tt1976009,6,228066,Victor Frankenstein," 40,000,000 "," 34,227,298 ",-5772702,Drama|Science Fiction|Thriller,en,Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.,Twentieth Century Fox Film Corporation,United Kingdom,0,10/11/2015,109,English,Released,Discover the origin of the monster and his creation.,1.590577,5.6,636,4,2,1
James McAvoy,Andrew Scott,8,tt1976009,6,228066,Victor Frankenstein," 40,000,000 "," 34,227,298 ",-5772702,Drama|Science Fiction|Thriller,en,Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.,Twentieth Century Fox Film Corporation,United Kingdom,0,10/11/2015,109,English,Released,Discover the origin of the monster and his creation.,1.590577,5.6,636,4,2,1
James McAvoy,Jessica Brown Findlay,6,tt1976009,6,228066,Victor Frankenstein," 40,000,000 "," 34,227,298 ",-5772702,Drama|Science Fiction|Thriller,en,Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.,Twentieth Century Fox Film Corporation,United Kingdom,0,10/11/2015,109,English,Released,Discover the origin of the monster and his creation.,1.590577,5.6,636,4,2,1
James McAvoy,Daniel Radcliffe,2,tt1976009,6,228066,Victor Frankenstein," 40,000,000 "," 34,227,298 ",-5772702,Drama|Science Fiction|Thriller,en,Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.,Twentieth Century Fox Film Corporation,United Kingdom,0,10/11/2015,109,English,Released,Discover the origin of the monster and his creation.,1.590577,5.6,636,4,2,1
Jennifer Lopez,Steve Martin,12,tt2224026,6.6,228161,Home," 135,000,000 "," 368,871,007 ",233871007,Fantasy|Comedy|Animation|Science Fiction|Family,en,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",Twentieth Century Fox Film Corporation,United States of America,1,18/03/2015,94,English,Released,Worlds Collide,5.226786,6.8,1427,2,1,1
Jennifer Lopez,Rihanna,8,tt2224026,6.6,228161,Home," 135,000,000 "," 368,871,007 ",233871007,Fantasy|Comedy|Animation|Science Fiction|Family,en,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",Twentieth Century Fox Film Corporation,United States of America,1,18/03/2015,94,English,Released,Worlds Collide,5.226786,6.8,1427,2,1,1
Steve Martin,Rihanna,6,tt2224026,6.6,228161,Home," 135,000,000 "," 368,871,007 ",233871007,Fantasy|Comedy|Animation|Science Fiction|Family,en,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",Twentieth Century Fox Film Corporation,United States of America,1,18/03/2015,94,English,Released,Worlds Collide,5.226786,6.8,1427,2,1,1
Jennifer Lopez,Jim Parsons,4,tt2224026,6.6,228161,Home," 135,000,000 "," 368,871,007 ",233871007,Fantasy|Comedy|Animation|Science Fiction|Family,en,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",Twentieth Century Fox Film Corporation,United States of America,1,18/03/2015,94,English,Released,Worlds Collide,5.226786,6.8,1427,2,1,1
Steve Martin,Jim Parsons,3,tt2224026,6.6,228161,Home," 135,000,000 "," 368,871,007 ",233871007,Fantasy|Comedy|Animation|Science Fiction|Family,en,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",Twentieth Century Fox Film Corporation,United States of America,1,18/03/2015,94,English,Released,Worlds Collide,5.226786,6.8,1427,2,1,1
Jim Parsons,Rihanna,2,tt2224026,6.6,228161,Home," 135,000,000 "," 368,871,007 ",233871007,Fantasy|Comedy|Animation|Science Fiction|Family,en,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",Twentieth Century Fox Film Corporation,United States of America,1,18/03/2015,94,English,Released,Worlds Collide,5.226786,6.8,1427,2,1,1
