actor1,actor2,orderprod,film_id,ratings,id,title, budget , revenue ,profit,genres,original_language,overview,production_companies,production_countries,USA,release_date,runtime,spoken_languages,status,tagline,popularity,vote_average,vote_count,production_companies_number,production_countries_number,spoken_languages_number
Felicity Jones,Alan Tudyk,3,tt3748528,7.8,330459,Rogue One: A Star Wars Story," 200,000,000 "," 1,053,929,274 ",853929274,Adventure|Science Fiction|Action,en,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,Lucasfilm,United States of America,1,14/12/2016,133,English,Released,A Rebellion Built on Hope,9.958193,7.4,4492,5,1,1
Alan Tudyk,Donnie Yen,12,tt3748528,7.8,330459,Rogue One: A Star Wars Story," 200,000,000 "," 1,053,929,274 ",853929274,Adventure|Science Fiction|Action,en,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,Lucasfilm,United States of America,1,14/12/2016,133,English,Released,A Rebellion Built on Hope,9.958193,7.4,4492,5,1,1
Mimi Rogers,David Oyelowo,6,tt3268668,5.4,331190,Captive," 2,000,000 "," 2,801,508 ",801508,Crime|Drama|Thriller,en,"Based on a miraculous true story that drew the attention of the entire nation, is the dramatic, thrilling, and spiritual journey of Ashley Smith and Brian Nichols.  After being taken hostage by Brian in her own apartment, Ashley turns to Rick Warren’s inspirational book, The Purpose Driven Life, for guidance.  In reading from the book, Ashley not only finds purpose in her own life, but helps Brian find a more peaceful resolution to a harrowing situation.",Itaca Films,United States of America,1,17/09/2015,97,English,Released,Faith. Redemption. Survival.,1.137248,5.5,86,5,1,1
Mimi Rogers,Michael Kenneth Williams,12,tt3268668,5.4,331190,Captive," 2,000,000 "," 2,801,508 ",801508,Crime|Drama|Thriller,en,"Based on a miraculous true story that drew the attention of the entire nation, is the dramatic, thrilling, and spiritual journey of Ashley Smith and Brian Nichols.  After being taken hostage by Brian in her own apartment, Ashley turns to Rick Warren’s inspirational book, The Purpose Driven Life, for guidance.  In reading from the book, Ashley not only finds purpose in her own life, but helps Brian find a more peaceful resolution to a harrowing situation.",Itaca Films,United States of America,1,17/09/2015,97,English,Released,Faith. Redemption. Survival.,1.137248,5.5,86,5,1,1
Mimi Rogers,Kate Mara,3,tt3268668,5.4,331190,Captive," 2,000,000 "," 2,801,508 ",801508,Crime|Drama|Thriller,en,"Based on a miraculous true story that drew the attention of the entire nation, is the dramatic, thrilling, and spiritual journey of Ashley Smith and Brian Nichols.  After being taken hostage by Brian in her own apartment, Ashley turns to Rick Warren’s inspirational book, The Purpose Driven Life, for guidance.  In reading from the book, Ashley not only finds purpose in her own life, but helps Brian find a more peaceful resolution to a harrowing situation.",Itaca Films,United States of America,1,17/09/2015,97,English,Released,Faith. Redemption. Survival.,1.137248,5.5,86,5,1,1
David Oyelowo,Michael Kenneth Williams,8,tt3268668,5.4,331190,Captive," 2,000,000 "," 2,801,508 ",801508,Crime|Drama|Thriller,en,"Based on a miraculous true story that drew the attention of the entire nation, is the dramatic, thrilling, and spiritual journey of Ashley Smith and Brian Nichols.  After being taken hostage by Brian in her own apartment, Ashley turns to Rick Warren’s inspirational book, The Purpose Driven Life, for guidance.  In reading from the book, Ashley not only finds purpose in her own life, but helps Brian find a more peaceful resolution to a harrowing situation.",Itaca Films,United States of America,1,17/09/2015,97,English,Released,Faith. Redemption. Survival.,1.137248,5.5,86,5,1,1
Kate Mara,David Oyelowo,2,tt3268668,5.4,331190,Captive," 2,000,000 "," 2,801,508 ",801508,Crime|Drama|Thriller,en,"Based on a miraculous true story that drew the attention of the entire nation, is the dramatic, thrilling, and spiritual journey of Ashley Smith and Brian Nichols.  After being taken hostage by Brian in her own apartment, Ashley turns to Rick Warren’s inspirational book, The Purpose Driven Life, for guidance.  In reading from the book, Ashley not only finds purpose in her own life, but helps Brian find a more peaceful resolution to a harrowing situation.",Itaca Films,United States of America,1,17/09/2015,97,English,Released,Faith. Redemption. Survival.,1.137248,5.5,86,5,1,1
Kate Mara,Michael Kenneth Williams,4,tt3268668,5.4,331190,Captive," 2,000,000 "," 2,801,508 ",801508,Crime|Drama|Thriller,en,"Based on a miraculous true story that drew the attention of the entire nation, is the dramatic, thrilling, and spiritual journey of Ashley Smith and Brian Nichols.  After being taken hostage by Brian in her own apartment, Ashley turns to Rick Warren’s inspirational book, The Purpose Driven Life, for guidance.  In reading from the book, Ashley not only finds purpose in her own life, but helps Brian find a more peaceful resolution to a harrowing situation.",Itaca Films,United States of America,1,17/09/2015,97,English,Released,Faith. Redemption. Survival.,1.137248,5.5,86,5,1,1
Jon Hamm,Gal Gadot,12,tt2387499,5.9,331313,Keeping Up with the Joneses," 40,000,000 "," 29,739,377 ",-10260623,Action|Comedy,en,An ordinary suburban couple finds it’s not easy keeping up with the Joneses – their impossibly gorgeous and ultra-sophisticated new neighbors – especially when they discover that Mr. and Mrs. “Jones” are covert operatives.,Fox 2000 Pictures,United States of America,1,20/10/2016,105,עִבְרִית,Released,They lived a normal life... Until the Joneses moved in.,2.260489,5.9,543,2,1,2
Isla Fisher,Jon Hamm,6,tt2387499,5.9,331313,Keeping Up with the Joneses," 40,000,000 "," 29,739,377 ",-10260623,Action|Comedy,en,An ordinary suburban couple finds it’s not easy keeping up with the Joneses – their impossibly gorgeous and ultra-sophisticated new neighbors – especially when they discover that Mr. and Mrs. “Jones” are covert operatives.,Fox 2000 Pictures,United States of America,1,20/10/2016,105,עִבְרִית,Released,They lived a normal life... Until the Joneses moved in.,2.260489,5.9,543,2,1,2
Isla Fisher,Gal Gadot,8,tt2387499,5.9,331313,Keeping Up with the Joneses," 40,000,000 "," 29,739,377 ",-10260623,Action|Comedy,en,An ordinary suburban couple finds it’s not easy keeping up with the Joneses – their impossibly gorgeous and ultra-sophisticated new neighbors – especially when they discover that Mr. and Mrs. “Jones” are covert operatives.,Fox 2000 Pictures,United States of America,1,20/10/2016,105,עִבְרִית,Released,They lived a normal life... Until the Joneses moved in.,2.260489,5.9,543,2,1,2
Isla Fisher,Zach Galifianakis,2,tt2387499,5.9,331313,Keeping Up with the Joneses," 40,000,000 "," 29,739,377 ",-10260623,Action|Comedy,en,An ordinary suburban couple finds it’s not easy keeping up with the Joneses – their impossibly gorgeous and ultra-sophisticated new neighbors – especially when they discover that Mr. and Mrs. “Jones” are covert operatives.,Fox 2000 Pictures,United States of America,1,20/10/2016,105,עִבְרִית,Released,They lived a normal life... Until the Joneses moved in.,2.260489,5.9,543,2,1,2
Zach Galifianakis,Jon Hamm,3,tt2387499,5.9,331313,Keeping Up with the Joneses," 40,000,000 "," 29,739,377 ",-10260623,Action|Comedy,en,An ordinary suburban couple finds it’s not easy keeping up with the Joneses – their impossibly gorgeous and ultra-sophisticated new neighbors – especially when they discover that Mr. and Mrs. “Jones” are covert operatives.,Fox 2000 Pictures,United States of America,1,20/10/2016,105,עִבְרִית,Released,They lived a normal life... Until the Joneses moved in.,2.260489,5.9,543,2,1,2
Zach Galifianakis,Gal Gadot,4,tt2387499,5.9,331313,Keeping Up with the Joneses," 40,000,000 "," 29,739,377 ",-10260623,Action|Comedy,en,An ordinary suburban couple finds it’s not easy keeping up with the Joneses – their impossibly gorgeous and ultra-sophisticated new neighbors – especially when they discover that Mr. and Mrs. “Jones” are covert operatives.,Fox 2000 Pictures,United States of America,1,20/10/2016,105,עִבְרִית,Released,They lived a normal life... Until the Joneses moved in.,2.260489,5.9,543,2,1,2
Jennifer Aniston,Kelsey Grammer,12,tt4624424,6.8,332210,Storks," 70,000,000 "," 182,379,278 ",112379278,Adventure|Animation|Comedy|Family,en,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",Warner Bros. Animation,United States of America,1,22/09/2016,87,English,Released,,6.062342,6.7,625,4,1,1
Jennifer Aniston,Andy Samberg,4,tt4624424,6.8,332210,Storks," 70,000,000 "," 182,379,278 ",112379278,Adventure|Animation|Comedy|Family,en,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",Warner Bros. Animation,United States of America,1,22/09/2016,87,English,Released,,6.062342,6.7,625,4,1,1
Kelsey Grammer,Andy Samberg,3,tt4624424,6.8,332210,Storks," 70,000,000 "," 182,379,278 ",112379278,Adventure|Animation|Comedy|Family,en,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",Warner Bros. Animation,United States of America,1,22/09/2016,87,English,Released,,6.062342,6.7,625,4,1,1
Jennifer Aniston,Katie Crown,8,tt4624424,6.8,332210,Storks," 70,000,000 "," 182,379,278 ",112379278,Adventure|Animation|Comedy|Family,en,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",Warner Bros. Animation,United States of America,1,22/09/2016,87,English,Released,,6.062342,6.7,625,4,1,1
Kelsey Grammer,Katie Crown,6,tt4624424,6.8,332210,Storks," 70,000,000 "," 182,379,278 ",112379278,Adventure|Animation|Comedy|Family,en,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",Warner Bros. Animation,United States of America,1,22/09/2016,87,English,Released,,6.062342,6.7,625,4,1,1
Andy Samberg,Katie Crown,2,tt4624424,6.8,332210,Storks," 70,000,000 "," 182,379,278 ",112379278,Adventure|Animation|Comedy|Family,en,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",Warner Bros. Animation,United States of America,1,22/09/2016,87,English,Released,,6.062342,6.7,625,4,1,1
Óscar Jaenada,Joseph Salas,8,tt4052882,6.3,332567,The Shallows," 17,000,000 "," 119,100,758 ",102100758,Horror|Drama|Thriller,en,"An injured surfer stranded on a buoy needs to get back to shore, but the great white shark stalking her might have other ideas.",Columbia Pictures,United States of America,1,24/06/2016,86,English,Released,What was once in the deep is now in the shallows.,4.342413,6.2,1413,3,1,1
Óscar Jaenada,Angelo Josue Lozano Corzo,6,tt4052882,6.3,332567,The Shallows," 17,000,000 "," 119,100,758 ",102100758,Horror|Drama|Thriller,en,"An injured surfer stranded on a buoy needs to get back to shore, but the great white shark stalking her might have other ideas.",Columbia Pictures,United States of America,1,24/06/2016,86,English,Released,What was once in the deep is now in the shallows.,4.342413,6.2,1413,3,1,1
Joseph Salas,Angelo Josue Lozano Corzo,12,tt4052882,6.3,332567,The Shallows," 17,000,000 "," 119,100,758 ",102100758,Horror|Drama|Thriller,en,"An injured surfer stranded on a buoy needs to get back to shore, but the great white shark stalking her might have other ideas.",Columbia Pictures,United States of America,1,24/06/2016,86,English,Released,What was once in the deep is now in the shallows.,4.342413,6.2,1413,3,1,1
Blake Lively,Óscar Jaenada,2,tt4052882,6.3,332567,The Shallows," 17,000,000 "," 119,100,758 ",102100758,Horror|Drama|Thriller,en,"An injured surfer stranded on a buoy needs to get back to shore, but the great white shark stalking her might have other ideas.",Columbia Pictures,United States of America,1,24/06/2016,86,English,Released,What was once in the deep is now in the shallows.,4.342413,6.2,1413,3,1,1
Blake Lively,Joseph Salas,4,tt4052882,6.3,332567,The Shallows," 17,000,000 "," 119,100,758 ",102100758,Horror|Drama|Thriller,en,"An injured surfer stranded on a buoy needs to get back to shore, but the great white shark stalking her might have other ideas.",Columbia Pictures,United States of America,1,24/06/2016,86,English,Released,What was once in the deep is now in the shallows.,4.342413,6.2,1413,3,1,1
Blake Lively,Angelo Josue Lozano Corzo,3,tt4052882,6.3,332567,The Shallows," 17,000,000 "," 119,100,758 ",102100758,Horror|Drama|Thriller,en,"An injured surfer stranded on a buoy needs to get back to shore, but the great white shark stalking her might have other ideas.",Columbia Pictures,United States of America,1,24/06/2016,86,English,Released,What was once in the deep is now in the shallows.,4.342413,6.2,1413,3,1,1
Aaron Eckhart,Ciarán Hinds,8,tt1620935,6.8,332979,Bleed for This," 6,000,000 "," 6,174,491 ",174491,Drama,en,"The inspirational story of World Champion Boxer Vinny Pazienza, who after a near fatal car crash, which left him not knowing if he'd ever walk again, made one of sports most incredible comebacks.",Younger Than You,United States of America,1,4/11/2016,116,English,Released,This is what the greatest comeback in sports history looks like,1.347858,6.7,143,4,1,2
Ciarán Hinds,Katey Sagal,12,tt1620935,6.8,332979,Bleed for This," 6,000,000 "," 6,174,491 ",174491,Drama,en,"The inspirational story of World Champion Boxer Vinny Pazienza, who after a near fatal car crash, which left him not knowing if he'd ever walk again, made one of sports most incredible comebacks.",Younger Than You,United States of America,1,4/11/2016,116,English,Released,This is what the greatest comeback in sports history looks like,1.347858,6.7,143,4,1,2
Aaron Eckhart,Katey Sagal,6,tt1620935,6.8,332979,Bleed for This," 6,000,000 "," 6,174,491 ",174491,Drama,en,"The inspirational story of World Champion Boxer Vinny Pazienza, who after a near fatal car crash, which left him not knowing if he'd ever walk again, made one of sports most incredible comebacks.",Younger Than You,United States of America,1,4/11/2016,116,English,Released,This is what the greatest comeback in sports history looks like,1.347858,6.7,143,4,1,2
Ciarán Hinds,Miles Teller,4,tt1620935,6.8,332979,Bleed for This," 6,000,000 "," 6,174,491 ",174491,Drama,en,"The inspirational story of World Champion Boxer Vinny Pazienza, who after a near fatal car crash, which left him not knowing if he'd ever walk again, made one of sports most incredible comebacks.",Younger Than You,United States of America,1,4/11/2016,116,English,Released,This is what the greatest comeback in sports history looks like,1.347858,6.7,143,4,1,2
Aaron Eckhart,Miles Teller,2,tt1620935,6.8,332979,Bleed for This," 6,000,000 "," 6,174,491 ",174491,Drama,en,"The inspirational story of World Champion Boxer Vinny Pazienza, who after a near fatal car crash, which left him not knowing if he'd ever walk again, made one of sports most incredible comebacks.",Younger Than You,United States of America,1,4/11/2016,116,English,Released,This is what the greatest comeback in sports history looks like,1.347858,6.7,143,4,1,2
Katey Sagal,Miles Teller,3,tt1620935,6.8,332979,Bleed for This," 6,000,000 "," 6,174,491 ",174491,Drama,en,"The inspirational story of World Champion Boxer Vinny Pazienza, who after a near fatal car crash, which left him not knowing if he'd ever walk again, made one of sports most incredible comebacks.",Younger Than You,United States of America,1,4/11/2016,116,English,Released,This is what the greatest comeback in sports history looks like,1.347858,6.7,143,4,1,2
John Goodman,Diane Keaton,6,tt2279339,5.8,333348,Love the Coopers," 17,000,000 "," 24,000,000 ",7000000,Comedy|Family,en,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",Imagine Entertainment,United States of America,1,12/11/2015,107,English,Released,"Christmas means comfort, joy and chaos.",0.996682,5.4,159,3,1,1
Steve Martin,Diane Keaton,2,tt2279339,5.8,333348,Love the Coopers," 17,000,000 "," 24,000,000 ",7000000,Comedy|Family,en,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",Imagine Entertainment,United States of America,1,12/11/2015,107,English,Released,"Christmas means comfort, joy and chaos.",0.996682,5.4,159,3,1,1
Steve Martin,John Goodman,3,tt2279339,5.8,333348,Love the Coopers," 17,000,000 "," 24,000,000 ",7000000,Comedy|Family,en,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",Imagine Entertainment,United States of America,1,12/11/2015,107,English,Released,"Christmas means comfort, joy and chaos.",0.996682,5.4,159,3,1,1
John Goodman,Ed Helms,12,tt2279339,5.8,333348,Love the Coopers," 17,000,000 "," 24,000,000 ",7000000,Comedy|Family,en,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",Imagine Entertainment,United States of America,1,12/11/2015,107,English,Released,"Christmas means comfort, joy and chaos.",0.996682,5.4,159,3,1,1
Diane Keaton,Ed Helms,8,tt2279339,5.8,333348,Love the Coopers," 17,000,000 "," 24,000,000 ",7000000,Comedy|Family,en,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",Imagine Entertainment,United States of America,1,12/11/2015,107,English,Released,"Christmas means comfort, joy and chaos.",0.996682,5.4,159,3,1,1
Steve Martin,Ed Helms,4,tt2279339,5.8,333348,Love the Coopers," 17,000,000 "," 24,000,000 ",7000000,Comedy|Family,en,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",Imagine Entertainment,United States of America,1,12/11/2015,107,English,Released,"Christmas means comfort, joy and chaos.",0.996682,5.4,159,3,1,1
Helen Mirren,Alan Rickman,3,tt2057392,7.3,333352,Eye in the Sky," 13,000,000 "," 18,700,837 ",5700837,Drama|Thriller|War,en,A military officer in command of a drone operation to capture terrorists in Kenya sees her mission escalate from “capture” to “kill” just as a nine-year old girl enters the kill zone.,Entertainment One,United Kingdom,0,11/9/2015,102,Somali,Released,Welcome to the new front line,2.342848,7.2,478,3,1,2
Alan Rickman,Barkhad Abdi,12,tt2057392,7.3,333352,Eye in the Sky," 13,000,000 "," 18,700,837 ",5700837,Drama|Thriller|War,en,A military officer in command of a drone operation to capture terrorists in Kenya sees her mission escalate from “capture” to “kill” just as a nine-year old girl enters the kill zone.,Entertainment One,United Kingdom,0,11/9/2015,102,Somali,Released,Welcome to the new front line,2.342848,7.2,478,3,1,2
Helen Mirren,Barkhad Abdi,4,tt2057392,7.3,333352,Eye in the Sky," 13,000,000 "," 18,700,837 ",5700837,Drama|Thriller|War,en,A military officer in command of a drone operation to capture terrorists in Kenya sees her mission escalate from “capture” to “kill” just as a nine-year old girl enters the kill zone.,Entertainment One,United Kingdom,0,11/9/2015,102,Somali,Released,Welcome to the new front line,2.342848,7.2,478,3,1,2
Alan Rickman,Aaron Paul,6,tt2057392,7.3,333352,Eye in the Sky," 13,000,000 "," 18,700,837 ",5700837,Drama|Thriller|War,en,A military officer in command of a drone operation to capture terrorists in Kenya sees her mission escalate from “capture” to “kill” just as a nine-year old girl enters the kill zone.,Entertainment One,United Kingdom,0,11/9/2015,102,Somali,Released,Welcome to the new front line,2.342848,7.2,478,3,1,2
Helen Mirren,Aaron Paul,2,tt2057392,7.3,333352,Eye in the Sky," 13,000,000 "," 18,700,837 ",5700837,Drama|Thriller|War,en,A military officer in command of a drone operation to capture terrorists in Kenya sees her mission escalate from “capture” to “kill” just as a nine-year old girl enters the kill zone.,Entertainment One,United Kingdom,0,11/9/2015,102,Somali,Released,Welcome to the new front line,2.342848,7.2,478,3,1,2
Aaron Paul,Barkhad Abdi,8,tt2057392,7.3,333352,Eye in the Sky," 13,000,000 "," 18,700,837 ",5700837,Drama|Thriller|War,en,A military officer in command of a drone operation to capture terrorists in Kenya sees her mission escalate from “capture” to “kill” just as a nine-year old girl enters the kill zone.,Entertainment One,United Kingdom,0,11/9/2015,102,Somali,Released,Welcome to the new front line,2.342848,7.2,478,3,1,2
John Goodman,John Gallagher Jr.,3,tt1179933,7.2,333371,10 Cloverfield Lane," 15,000,000 "," 108,286,421 ",93286421,Science Fiction,en,"After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?",Paramount Pictures,United States of America,1,10/3/2016,103,English,Released,Monsters come in many forms.,5.045455,6.8,2265,3,1,1
John Goodman,Mary Elizabeth Winstead,2,tt1179933,7.2,333371,10 Cloverfield Lane," 15,000,000 "," 108,286,421 ",93286421,Science Fiction,en,"After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?",Paramount Pictures,United States of America,1,10/3/2016,103,English,Released,Monsters come in many forms.,5.045455,6.8,2265,3,1,1
John Goodman,Douglas M. Griffin,4,tt1179933,7.2,333371,10 Cloverfield Lane," 15,000,000 "," 108,286,421 ",93286421,Science Fiction,en,"After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?",Paramount Pictures,United States of America,1,10/3/2016,103,English,Released,Monsters come in many forms.,5.045455,6.8,2265,3,1,1
John Gallagher Jr.,Mary Elizabeth Winstead,6,tt1179933,7.2,333371,10 Cloverfield Lane," 15,000,000 "," 108,286,421 ",93286421,Science Fiction,en,"After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?",Paramount Pictures,United States of America,1,10/3/2016,103,English,Released,Monsters come in many forms.,5.045455,6.8,2265,3,1,1
John Gallagher Jr.,Douglas M. Griffin,12,tt1179933,7.2,333371,10 Cloverfield Lane," 15,000,000 "," 108,286,421 ",93286421,Science Fiction,en,"After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?",Paramount Pictures,United States of America,1,10/3/2016,103,English,Released,Monsters come in many forms.,5.045455,6.8,2265,3,1,1
Douglas M. Griffin,Mary Elizabeth Winstead,8,tt1179933,7.2,333371,10 Cloverfield Lane," 15,000,000 "," 108,286,421 ",93286421,Science Fiction,en,"After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?",Paramount Pictures,United States of America,1,10/3/2016,103,English,Released,Monsters come in many forms.,5.045455,6.8,2265,3,1,1
Ethan Hawke,Denzel Washington,3,tt2404435,6.9,333484,The Magnificent Seven," 90,000,000 "," 160,437,812 ",70437812,Adventure|Action|Western,en,Seven gun men in the old west gradually come together to help a poor village against savage thieves.,Columbia Pictures,United States of America,1,14/09/2016,132,English,Released,Justice has a number.,5.64032,5.8,2139,6,1,1
Ethan Hawke,Vincent D'Onofrio,12,tt2404435,6.9,333484,The Magnificent Seven," 90,000,000 "," 160,437,812 ",70437812,Adventure|Action|Western,en,Seven gun men in the old west gradually come together to help a poor village against savage thieves.,Columbia Pictures,United States of America,1,14/09/2016,132,English,Released,Justice has a number.,5.64032,5.8,2139,6,1,1
Denzel Washington,Vincent D'Onofrio,4,tt2404435,6.9,333484,The Magnificent Seven," 90,000,000 "," 160,437,812 ",70437812,Adventure|Action|Western,en,Seven gun men in the old west gradually come together to help a poor village against savage thieves.,Columbia Pictures,United States of America,1,14/09/2016,132,English,Released,Justice has a number.,5.64032,5.8,2139,6,1,1
Vincent D'Onofrio,Chris Pratt,8,tt2404435,6.9,333484,The Magnificent Seven," 90,000,000 "," 160,437,812 ",70437812,Adventure|Action|Western,en,Seven gun men in the old west gradually come together to help a poor village against savage thieves.,Columbia Pictures,United States of America,1,14/09/2016,132,English,Released,Justice has a number.,5.64032,5.8,2139,6,1,1
Ethan Hawke,Chris Pratt,6,tt2404435,6.9,333484,The Magnificent Seven," 90,000,000 "," 160,437,812 ",70437812,Adventure|Action|Western,en,Seven gun men in the old west gradually come together to help a poor village against savage thieves.,Columbia Pictures,United States of America,1,14/09/2016,132,English,Released,Justice has a number.,5.64032,5.8,2139,6,1,1
Denzel Washington,Chris Pratt,2,tt2404435,6.9,333484,The Magnificent Seven," 90,000,000 "," 160,437,812 ",70437812,Adventure|Action|Western,en,Seven gun men in the old west gradually come together to help a poor village against savage thieves.,Columbia Pictures,United States of America,1,14/09/2016,132,English,Released,Justice has a number.,5.64032,5.8,2139,6,1,1
Idris Elba,Charlotte Le Bon,3,tt2368619,6.3,333669,Bastille Day," 20,000,000 "," 14,397,593 ",-5602407,Action,en,"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.",StudioCanal,Luxembourg,0,22/04/2016,92,English,Released,With law comes disorder,2.950836,5.9,320,7,4,2
Idris Elba,Kelly Reilly,4,tt2368619,6.3,333669,Bastille Day," 20,000,000 "," 14,397,593 ",-5602407,Action,en,"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.",StudioCanal,Luxembourg,0,22/04/2016,92,English,Released,With law comes disorder,2.950836,5.9,320,7,4,2
Idris Elba,Richard Madden,2,tt2368619,6.3,333669,Bastille Day," 20,000,000 "," 14,397,593 ",-5602407,Action,en,"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.",StudioCanal,Luxembourg,0,22/04/2016,92,English,Released,With law comes disorder,2.950836,5.9,320,7,4,2
Kelly Reilly,Charlotte Le Bon,12,tt2368619,6.3,333669,Bastille Day," 20,000,000 "," 14,397,593 ",-5602407,Action,en,"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.",StudioCanal,Luxembourg,0,22/04/2016,92,English,Released,With law comes disorder,2.950836,5.9,320,7,4,2
Richard Madden,Charlotte Le Bon,6,tt2368619,6.3,333669,Bastille Day," 20,000,000 "," 14,397,593 ",-5602407,Action,en,"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.",StudioCanal,Luxembourg,0,22/04/2016,92,English,Released,With law comes disorder,2.950836,5.9,320,7,4,2
